month,location,grid_squaresX,grid_squaresY,aq,utctimestamp,period,test_period
Oct-23,Blair Street (End of Street),538365.0,181180.0,,2023-10-01,after,after
Oct-23,Roman Rd/Globe Road,535296.0,182793.0,37.3,2023-10-01,after,after
Oct-23,Hale Street,537661.0,180768.0,30.9,2023-10-01,after,after
Oct-23,Paradise Row/Bethnal Green Rd,534959.0,182757.0,39.2,2023-10-01,after,after
Oct-23,Watney Market,534938.0,181257.0,,2023-10-01,after,after
Oct-23,Pitsea St/Commercial Rd,535797.0,181164.0,29.0,2023-10-01,after,after
Oct-23,Wapping High St/Sampson St,534444.0,180122.0,33.0,2023-10-01,after,after
Oct-23,Victoria Park (Co-location site),536494.0,184170.0,26.1,2023-10-01,after,after
Oct-23,Fairfield Road/Tredegar Road ,537159.0,183415.0,49.0,2023-10-01,after,after
Oct-23,St Katherine's Way,533992.0,180376.0,35.0,2023-10-01,after,after
Oct-23,Millwall Park,538258.0,178689.0,21.7,2023-10-01,after,after
Oct-23,Parnell Rd/Old Ford Rd,536875.0,183740.0,43.3,2023-10-01,after,after
Oct-23,Thames Path Storers Quay,538730.0,178733.0,29.9,2023-10-01,after,after
Oct-23,St Stephen's Rd/Tredegar Rd,536713.0,183070.0,42.3,2023-10-01,after,after
Oct-23,Wapping Wall/Garnet St,535133.0,180376.0,27.1,2023-10-01,after,after
Oct-23,Manchester Road/East Ferry Road,538032.0,178360.0,26.1,2023-10-01,after,after
Oct-23,Rhondda Grove/Mile End Rd,536542.0,182589.0,32.4,2023-10-01,after,after
Oct-23,Mansell St,533800.0,181021.0,44.9,2023-10-01,after,after
Oct-23,Wick Lane/Autumn St,537304.0,183619.0,45.0,2023-10-01,after,after
Oct-23,Sextant Avenue,538674.0,178888.0,25.6,2023-10-01,after,after
Oct-23,Limeharbour,537953.0,179357.0,45.2,2023-10-01,after,after
Oct-23,Wentworth Mews,536452.0,182454.0,43.2,2023-10-01,after,after
Oct-23,Bromley High Street/ St Leonards,537868.0,182912.0,39.3,2023-10-01,after,after
Oct-23,Ackroyd Drive,536768.0,181772.0,45.3,2023-10-01,after,after
Oct-23,Whitechapel High St (KFC),533985.0,181426.0,52.5,2023-10-01,after,after
Oct-23,Bow Rd/Alfred St,537056.0,182773.0,33.8,2023-10-01,after,after
Oct-23,Millwall Park,538246.0,178689.0,22.0,2023-10-01,after,after
Oct-23,Dod St/Burdett Rd,537049.0,181292.0,32.6,2023-10-01,after,after
Oct-23,Commercial St/Calvin St,533611.0,182037.0,44.2,2023-10-01,after,after
Oct-23,Rich Street,536937.0,180987.0,35.9,2023-10-01,after,after
Oct-23,Mast House Terrace,537348.0,178690.0,36.1,2023-10-01,after,after
Oct-23,Wrexham Road,537581.0,183209.0,34.2,2023-10-01,after,after
Oct-23,Bethnal Green Rd/ Brick Lane,533860.0,182442.0,41.7,2023-10-01,after,after
Oct-23,Brodlove Lane,535598.0,180816.0,38.4,2023-10-01,after,after
Oct-23,Seyssel Street,538544.0,178767.0,33.9,2023-10-01,after,after
Oct-23,Dellow St/The Highway,534951.0,180779.0,51.8,2023-10-01,after,after
Oct-23,Shirbutt St o/s Holy Family School,537555.0,180892.0,,2023-10-01,after,after
Oct-23,Squirries St/Gosset St,534313.0,182810.0,32.5,2023-10-01,after,after
Oct-23,Prestons Road/ Coldharbour,538364.0,180188.0,40.9,2023-10-01,after,after
Oct-23,Westferry Road/Limehouse Link jnct,537100.0,180791.0,34.7,2023-10-01,after,after
Oct-23,Queensbridge Rd/Hackney Rd,533985.0,183122.0,35.9,2023-10-01,after,after
Oct-23,Narrow St/Limehouse Link,535977.0,180879.0,74.1,2023-10-01,after,after
Oct-23,Buckfast St/Bethnal Green Rd,534259.0,182580.0,30.1,2023-10-01,after,after
Oct-23,Newport Avenue,538954.0,180872.0,31.0,2023-10-01,after,after
Oct-23,Toynbee St/Commercial St,533689.0,181705.0,44.6,2023-10-01,after,after
Oct-23,Locksley St/St Paul's Way,536704.0,181647.0,33.7,2023-10-01,after,after
Oct-23,Hatfield Terrace/Fairfield Road,537355.0,183059.0,27.6,2023-10-01,after,after
Oct-23,Rhodeswell Rd,536577.0,181379.0,30.2,2023-10-01,after,after
Oct-23,Philpot St/Commercial Road,534816.0,181321.0,44.7,2023-10-01,after,after
Oct-23,Brick Lane/Princelet St,533866.0,181860.0,,2023-10-01,after,after
Oct-23,Admirals Way,537424.0,179910.0,28.4,2023-10-01,after,after
Oct-23,Ben Johnson Road,536080.0,181721.0,39.3,2023-10-01,after,after
Oct-23,Cartwright Street,533955.0,180805.0,31.7,2023-10-01,after,after
Oct-23,Victoria Park (Co-location site),536494.0,184170.0,,2023-10-01,after,after
Oct-23,"Cascades, Westferry Road",537115.0,180074.0,37.9,2023-10-01,after,after
Oct-23,Ford Close/Roman Rd,536457.0,183301.0,37.6,2023-10-01,after,after
Oct-23,Devons Road / Campbell Road ,537577.0,182232.0,42.7,2023-10-01,after,after
Oct-23,Manchester Road/Ollife Street ,538431.0,179044.0,37.6,2023-10-01,after,after
Oct-23,Calvert Ave/Boundary Street,533507.0,182569.0,31.7,2023-10-01,after,after
Oct-23,Devas Street /Devons road,537821.0,182332.0,36.7,2023-10-01,after,after
Oct-23,Whitechapel Rd/Adler St,534133.0,181509.0,34.1,2023-10-01,after,after
Oct-23,Harford St/Mile End Rd,536089.0,182258.0,35.0,2023-10-01,after,after
Oct-23,Lawnhouse Close ,538190.0,179750.0,37.4,2023-10-01,after,after
Oct-23,Mile End Road Corner Bancroft Rd,535929.0,182220.0,38.5,2023-10-01,after,after
Oct-23,Bow Rd /Glebe Terrace,537525.0,182887.0,68.0,2023-10-01,after,after
Oct-23,Thoydon Rd,536105.0,183049.0,28.9,2023-10-01,after,after
Nov-23,Sidney St/Mile End Rd,534968.0,181878.0,45.2,2023-11-01,after,after
Nov-23,Bromley High Street/ St Leonards,537868.0,182912.0,18.0,2023-11-01,after,after
Nov-23,Philpot St/Commercial Road,534816.0,181321.0,42.5,2023-11-01,after,after
Nov-23,Mile End Road Corner Bancroft Rd,535929.0,182220.0,28.2,2023-11-01,after,after
Nov-23,Finnis St/Three Colts Lane,534783.0,182385.0,27.2,2023-11-01,after,after
Nov-23,Colombia Rd/Gossett Street,533883.0,182815.0,32.5,2023-11-01,after,after
Nov-23,Calvert Ave/Boundary Street,533507.0,182569.0,31.7,2023-11-01,after,after
Nov-23,Bethnal Green Rd/ Brick Lane,533860.0,182442.0,45.2,2023-11-01,after,after
Nov-23,Commercial St/Calvin St,533611.0,182037.0,41.7,2023-11-01,after,after
Nov-23,Whitechapel High St (KFC),533985.0,181426.0,48.9,2023-11-01,after,after
Nov-23,Sextant Avenue,538674.0,178888.0,27.1,2023-11-01,after,after
Nov-23,Mansell St,533800.0,181021.0,46.1,2023-11-01,after,after
Nov-23,Thames Path Storers Quay,538730.0,178733.0,25.7,2023-11-01,after,after
Nov-23,St Katherine's Way,533992.0,180376.0,,2023-11-01,after,after
Nov-23,Devas Street /Devons road,537821.0,182332.0,40.4,2023-11-01,after,after
Nov-23,Wapping High St/Sampson St,534444.0,180122.0,30.9,2023-11-01,after,after
Nov-23,Cartwright Street,533955.0,180805.0,26.6,2023-11-01,after,after
Nov-23,Whitechapel Rd/Adler St,534133.0,181509.0,40.9,2023-11-01,after,after
Nov-23,Brick Lane/Princelet St,533866.0,181860.0,31.3,2023-11-01,after,after
Nov-23,Newport Avenue,538954.0,180872.0,27.9,2023-11-01,after,after
Nov-23,Buckfast St/Bethnal Green Rd,534259.0,182580.0,34.3,2023-11-01,after,after
Nov-23,Squirries St/Gosset St,534313.0,182810.0,34.1,2023-11-01,after,after
Nov-23,Portree Street,538895.0,181296.0,46.0,2023-11-01,after,after
Nov-23,Warner Place/Hackney Rd,534255.0,183130.0,33.8,2023-11-01,after,after
Nov-23,Blair Street (End of Street),538365.0,181180.0,43.5,2023-11-01,after,after
Nov-23,Parmiter St/ Cambridge Heath Road,534881.0,183240.0,41.3,2023-11-01,after,after
Nov-23,Paradise Row/Bethnal Green Rd,534959.0,182757.0,28.3,2023-11-01,after,after
Nov-23,Zetland Street/A12,538178.0,181747.0,55.8,2023-11-01,after,after
Nov-23,Shirbutt St o/s Holy Family School,537555.0,180892.0,,2023-11-01,after,after
Nov-23,Dellow St/The Highway,534951.0,180779.0,44.7,2023-11-01,after,after
Nov-23,Augusta St/Giraud St,537516.0,181392.0,28.6,2023-11-01,after,after
Nov-23,Queensbridge Rd/Hackney Rd,533985.0,183122.0,32.7,2023-11-01,after,after
Nov-23,Millwall Park,538258.0,178689.0,26.1,2023-11-01,after,after
Nov-23,Victoria Park (Co-location site),536494.0,184170.0,23.2,2023-11-01,after,after
Nov-23,Victoria Park (Co-location site),536494.0,184170.0,16.0,2023-11-01,after,after
Nov-23,Seyssel Street,538544.0,178767.0,29.9,2023-11-01,after,after
Nov-23,Ford Close/Roman Rd,536457.0,183301.0,27.6,2023-11-01,after,after
Nov-23,Manchester Road/Ollife Street ,538431.0,179044.0,37.0,2023-11-01,after,after
Nov-23,Thoydon Rd,536105.0,183049.0,30.1,2023-11-01,after,after
Nov-23,Harford St/Mile End Rd,536089.0,182258.0,37.8,2023-11-01,after,after
Nov-23,Parnell Rd/Old Ford Rd,536875.0,183740.0,39.9,2023-11-01,after,after
Nov-23,Ben Johnson Road,536080.0,181721.0,41.6,2023-11-01,after,after
Nov-23,Rhodeswell Rd,536577.0,181379.0,28.9,2023-11-01,after,after
Nov-23,Locksley St/St Paul's Way,536704.0,181647.0,37.9,2023-11-01,after,after
Nov-23,Toynbee St/Commercial St,533689.0,181705.0,,2023-11-01,after,after
Nov-23,Narrow St/Limehouse Link,535977.0,180879.0,71.0,2023-11-01,after,after
Nov-23,Pitsea St/Commercial Rd,535797.0,181164.0,37.2,2023-11-01,after,after
Nov-23,Prestons Road/ Coldharbour,538364.0,180188.0,41.0,2023-11-01,after,after
Nov-23,Stepney Green,535545.0,181604.0,21.0,2023-11-01,after,after
Nov-23,John Smith Mews,538742.0,180756.0,33.5,2023-11-01,after,after
Nov-23,Admirals Way,537424.0,179910.0,21.1,2023-11-01,after,after
Nov-23,Globe Rd/Mile End Rd,535634.0,182148.0,43.5,2023-11-01,after,after
Nov-23,St Stephen's Rd/Tredegar Rd,536713.0,183070.0,34.3,2023-11-01,after,after
Nov-23,Rhondda Grove/Mile End Rd,536542.0,182589.0,24.2,2023-11-01,after,after
Nov-23,Dolphin Lane,537539.0,180688.0,34.1,2023-11-01,after,after
Nov-23,Bow Common Lane/St Paul's Way,537248.0,181820.0,29.1,2023-11-01,after,after
Nov-23,TH Cemetery Park,536732.0,182361.0,12.8,2023-11-01,after,after
Nov-23,Westferry Road/Limehouse Link jnct,537100.0,180791.0,36.2,2023-11-01,after,after
Nov-23,Bow Rd /Glebe Terrace,537525.0,182887.0,48.1,2023-11-01,after,after
Nov-23,"Cascades, Westferry Road",537115.0,180074.0,33.9,2023-11-01,after,after
Nov-23,Fairfield Road/Tredegar Road ,537159.0,183415.0,34.7,2023-11-01,after,after
Nov-23,Wick Lane/Autumn St,537304.0,183619.0,41.5,2023-11-01,after,after
Nov-23,Manchester Road/East Ferry Road,538032.0,178360.0,29.6,2023-11-01,after,after
Nov-23,Bow Rd/Alfred St,537056.0,182773.0,31.2,2023-11-01,after,after
Nov-23,Rich Street,536937.0,180987.0,35.3,2023-11-01,after,after
Nov-23,Mast House Terrace,537348.0,178690.0,26.6,2023-11-01,after,after
Nov-23,Dod St/Burdett Rd,537049.0,181292.0,33.7,2023-11-01,after,after
Nov-23,Millwall Park,538246.0,178689.0,24.3,2023-11-01,after,after
Nov-23,Ackroyd Drive,536768.0,181772.0,44.1,2023-11-01,after,after
Nov-23,Wentworth Mews,536452.0,182454.0,37.3,2023-11-01,after,after
Nov-23,Limeharbour,537953.0,179357.0,40.6,2023-11-01,after,after
Nov-23,Watney Market,534938.0,181257.0,32.6,2023-11-01,after,after
Nov-23,Whitechapel Market,534516.0,181744.0,54.6,2023-11-01,after,after
Nov-23,Lawnhouse Close ,538190.0,179750.0,30.7,2023-11-01,after,after
Nov-23,Morris/Barchester Street,537731.0,181761.0,33.7,2023-11-01,after,after
Nov-23,Bonner Road,535356.0,183223.0,37.4,2023-11-01,after,after
Nov-23,Brodlove Lane,535598.0,180816.0,39.7,2023-11-01,after,after
Nov-23,Jubilee Street/Commercial Rd,535174.0,181290.0,49.0,2023-11-01,after,after
Nov-23,Hatfield Terrace/Fairfield Road,537355.0,183059.0,31.3,2023-11-01,after,after
Nov-23,Chrisp Street/E India Dock Road ,537940.0,181021.0,66.0,2023-11-01,after,after
Nov-23,Grove Rd/Old Ford Rd,535930.0,183385.0,38.7,2023-11-01,after,after
Nov-23,Hale Street,537661.0,180768.0,,2023-11-01,after,after
Nov-23,Roman Rd/Globe Road,535296.0,182793.0,35.1,2023-11-01,after,after
Nov-23,Devons Road / Campbell Road ,537577.0,182232.0,,2023-11-01,after,after
Nov-23,Fieldgate Street,534239.0,181565.0,32.4,2023-11-01,after,after
Nov-23,Cavell St/Stepney Way,534884.0,181667.0,38.0,2023-11-01,after,after
Nov-23,Poplar High St/Cotton St,538244.0,180761.0,60.6,2023-11-01,after,after
Nov-23,Hannibal Rd/Mile End Rd,535386.0,182021.0,37.4,2023-11-01,after,after
Nov-23,Wrexham Road,537581.0,183209.0,35.8,2023-11-01,after,after
Nov-23,Wapping Wall/Garnet St,535133.0,180376.0,28.7,2023-11-01,after,after
Dec-23,Whitechapel High St (KFC),533985.0,181426.0,44.5,2023-12-01,after,after
Dec-23,St Stephen's Rd/Tredegar Rd,536713.0,183070.0,29.2,2023-12-01,after,after
Dec-23,Dod St/Burdett Rd,537049.0,181292.0,24.4,2023-12-01,after,after
Dec-23,Jubilee Street/Commercial Rd,535174.0,181290.0,27.6,2023-12-01,after,after
Dec-23,Commercial St/Calvin St,533611.0,182037.0,31.2,2023-12-01,after,after
Dec-23,Millwall Park,538246.0,178689.0,14.4,2023-12-01,after,after
Dec-23,Rhondda Grove/Mile End Rd,536542.0,182589.0,25.1,2023-12-01,after,after
Dec-23,Ackroyd Drive,536768.0,181772.0,30.2,2023-12-01,after,after
Dec-23,Devons Road / Campbell Road ,537577.0,182232.0,23.2,2023-12-01,after,after
Dec-23,Wentworth Mews,536452.0,182454.0,26.9,2023-12-01,after,after
Dec-23,Sextant Avenue,538674.0,178888.0,22.0,2023-12-01,after,after
Dec-23,Mast House Terrace,537348.0,178690.0,28.8,2023-12-01,after,after
Dec-23,Devas Street /Devons road,537821.0,182332.0,30.0,2023-12-01,after,after
Dec-23,Limeharbour,537953.0,179357.0,32.2,2023-12-01,after,after
Dec-23,Cavell St/Stepney Way,534884.0,181667.0,37.7,2023-12-01,after,after
Dec-23,Sidney St/Mile End Rd,534968.0,181878.0,,2023-12-01,after,after
Dec-23,Bethnal Green Rd/ Brick Lane,533860.0,182442.0,38.0,2023-12-01,after,after
Dec-23,Wrexham Road,537581.0,183209.0,26.7,2023-12-01,after,after
Dec-23,Dolphin Lane,537539.0,180688.0,20.6,2023-12-01,after,after
Dec-23,Bow Common Lane/St Paul's Way,537248.0,181820.0,24.3,2023-12-01,after,after
Dec-23,TH Cemetery Park,536732.0,182361.0,12.2,2023-12-01,after,after
Dec-23,Queensbridge Rd/Hackney Rd,533985.0,183122.0,30.9,2023-12-01,after,after
Dec-23,Westferry Road/Limehouse Link jnct,537100.0,180791.0,25.0,2023-12-01,after,after
Dec-23,Bow Rd /Glebe Terrace,537525.0,182887.0,40.5,2023-12-01,after,after
Dec-23,Colombia Rd/Gossett Street,533883.0,182815.0,23.5,2023-12-01,after,after
Dec-23,Bromley High Street/ St Leonards,537868.0,182912.0,31.4,2023-12-01,after,after
Dec-23,Brodlove Lane,535598.0,180816.0,30.6,2023-12-01,after,after
Dec-23,Fairfield Road/Tredegar Road ,537159.0,183415.0,38.2,2023-12-01,after,after
Dec-23,"Cascades, Westferry Road",537115.0,180074.0,,2023-12-01,after,after
Dec-23,Philpot St/Commercial Road,534816.0,181321.0,18.4,2023-12-01,after,after
Dec-23,Wick Lane/Autumn St,537304.0,183619.0,28.7,2023-12-01,after,after
Dec-23,Hatfield Terrace/Fairfield Road,537355.0,183059.0,22.5,2023-12-01,after,after
Dec-23,Calvert Ave/Boundary Street,533507.0,182569.0,29.3,2023-12-01,after,after
Dec-23,Bow Rd/Alfred St,537056.0,182773.0,30.8,2023-12-01,after,after
Dec-23,Watney Market,534938.0,181257.0,24.6,2023-12-01,after,after
Dec-23,Mansell St,533800.0,181021.0,39.3,2023-12-01,after,after
Dec-23,Rich Street,536937.0,180987.0,25.6,2023-12-01,after,after
Dec-23,Wapping Wall/Garnet St,535133.0,180376.0,17.0,2023-12-01,after,after
Dec-23,Morris/Barchester Street,537731.0,181761.0,,2023-12-01,after,after
Dec-23,Warner Place/Hackney Rd,534255.0,183130.0,34.3,2023-12-01,after,after
Dec-23,Thames Path Storers Quay,538730.0,178733.0,19.8,2023-12-01,after,after
Dec-23,Admirals Way,537424.0,179910.0,22.4,2023-12-01,after,after
Dec-23,Augusta St/Giraud St,537516.0,181392.0,29.4,2023-12-01,after,after
Dec-23,Brick Lane/Princelet St,533866.0,181860.0,28.5,2023-12-01,after,after
Dec-23,Locksley St/St Paul's Way,536704.0,181647.0,29.1,2023-12-01,after,after
Dec-23,Newport Avenue,538954.0,180872.0,22.0,2023-12-01,after,after
Dec-23,Parmiter St/ Cambridge Heath Road,534881.0,183240.0,35.3,2023-12-01,after,after
Dec-23,Toynbee St/Commercial St,533689.0,181705.0,38.1,2023-12-01,after,after
Dec-23,Narrow St/Limehouse Link,535977.0,180879.0,55.5,2023-12-01,after,after
Dec-23,Hale Street,537661.0,180768.0,25.4,2023-12-01,after,after
Dec-23,Pitsea St/Commercial Rd,535797.0,181164.0,26.9,2023-12-01,after,after
Dec-23,Bonner Road,535356.0,183223.0,37.9,2023-12-01,after,after
Dec-23,Buckfast St/Bethnal Green Rd,534259.0,182580.0,21.5,2023-12-01,after,after
Dec-23,Prestons Road/ Coldharbour,538364.0,180188.0,28.4,2023-12-01,after,after
Dec-23,Stepney Green,535545.0,181604.0,26.0,2023-12-01,after,after
Dec-23,Portree Street,538895.0,181296.0,33.7,2023-12-01,after,after
Dec-23,Fieldgate Street,534239.0,181565.0,33.7,2023-12-01,after,after
Dec-23,John Smith Mews,538742.0,180756.0,24.8,2023-12-01,after,after
Dec-23,Squirries St/Gosset St,534313.0,182810.0,31.2,2023-12-01,after,after
Dec-23,Globe Rd/Mile End Rd,535634.0,182148.0,31.2,2023-12-01,after,after
Dec-23,Blair Street (End of Street),538365.0,181180.0,34.6,2023-12-01,after,after
Dec-23,Whitechapel Market,534516.0,181744.0,43.0,2023-12-01,after,after
Dec-23,Poplar High St/Cotton St,538244.0,180761.0,56.2,2023-12-01,after,after
Dec-23,Grove Rd/Old Ford Rd,535930.0,183385.0,33.1,2023-12-01,after,after
Dec-23,Manchester Road/East Ferry Road,538032.0,178360.0,23.2,2023-12-01,after,after
Dec-23,Rhodeswell Rd,536577.0,181379.0,30.1,2023-12-01,after,after
Dec-23,Ben Johnson Road,536080.0,181721.0,21.7,2023-12-01,after,after
Dec-23,Finnis St/Three Colts Lane,534783.0,182385.0,23.5,2023-12-01,after,after
Dec-23,Parnell Rd/Old Ford Rd,536875.0,183740.0,36.2,2023-12-01,after,after
Dec-23,Millwall Park,538258.0,178689.0,20.4,2023-12-01,after,after
Dec-23,St Katherine's Way,533992.0,180376.0,25.8,2023-12-01,after,after
Dec-23,Victoria Park (Co-location site),536494.0,184170.0,15.6,2023-12-01,after,after
Dec-23,Hannibal Rd/Mile End Rd,535386.0,182021.0,29.1,2023-12-01,after,after
Dec-23,Victoria Park (Co-location site),536494.0,184170.0,14.5,2023-12-01,after,after
Dec-23,Wapping High St/Sampson St,534444.0,180122.0,18.3,2023-12-01,after,after
Dec-23,Shirbutt St o/s Holy Family School,537555.0,180892.0,21.6,2023-12-01,after,after
Dec-23,Roman Rd/Globe Road,535296.0,182793.0,,2023-12-01,after,after
Dec-23,Whitechapel Rd/Adler St,534133.0,181509.0,29.0,2023-12-01,after,after
Dec-23,Seyssel Street,538544.0,178767.0,27.3,2023-12-01,after,after
Dec-23,Chrisp Street/E India Dock Road ,537940.0,181021.0,36.4,2023-12-01,after,after
Dec-23,Manchester Road/Ollife Street ,538431.0,179044.0,29.4,2023-12-01,after,after
Dec-23,Thoydon Rd,536105.0,183049.0,24.1,2023-12-01,after,after
Dec-23,Cartwright Street,533955.0,180805.0,26.0,2023-12-01,after,after
Dec-23,Zetland Street/A12,538178.0,181747.0,52.8,2023-12-01,after,after
Dec-23,Harford St/Mile End Rd,536089.0,182258.0,24.5,2023-12-01,after,after
Dec-23,Paradise Row/Bethnal Green Rd,534959.0,182757.0,36.6,2023-12-01,after,after
Dec-23,Mile End Road Corner Bancroft Rd,535929.0,182220.0,27.8,2023-12-01,after,after
Dec-23,Dellow St/The Highway,534951.0,180779.0,41.5,2023-12-01,after,after
Dec-23,Lawnhouse Close ,538190.0,179750.0,29.9,2023-12-01,after,after
Dec-23,Ford Close/Roman Rd,536457.0,183301.0,32.3,2023-12-01,after,after
Jan-24,Colombia Rd/Gossett Street,533883.0,182815.0,27.9,2024-01-01,after,after
Jan-24,Paradise Row/Bethnal Green Rd,534959.0,182757.0,26.1,2024-01-01,after,after
Jan-24,Millwall Park,538258.0,178689.0,25.5,2024-01-01,after,after
Jan-24,Finnis St/Three Colts Lane,534783.0,182385.0,25.0,2024-01-01,after,after
Jan-24,Manchester Road/East Ferry Road,538032.0,178360.0,26.0,2024-01-01,after,after
Jan-24,Limeharbour,537953.0,179357.0,36.2,2024-01-01,after,after
Jan-24,Sidney St/Mile End Rd,534968.0,181878.0,37.0,2024-01-01,after,after
Jan-24,Millwall Park,538246.0,178689.0,24.4,2024-01-01,after,after
Jan-24,Mast House Terrace,537348.0,178690.0,29.3,2024-01-01,after,after
Jan-24,Philpot St/Commercial Road,534816.0,181321.0,24.4,2024-01-01,after,after
Jan-24,Bow Rd/Alfred St,537056.0,182773.0,33.1,2024-01-01,after,after
Jan-24,Dellow St/The Highway,534951.0,180779.0,36.3,2024-01-01,after,after
Jan-24,"Cascades, Westferry Road",537115.0,180074.0,30.9,2024-01-01,after,after
Jan-24,Sextant Avenue,538674.0,178888.0,26.7,2024-01-01,after,after
Jan-24,Queensbridge Rd/Hackney Rd,533985.0,183122.0,33.1,2024-01-01,after,after
Jan-24,Westferry Road/Limehouse Link jnct,537100.0,180791.0,,2024-01-01,after,after
Jan-24,Seyssel Street,538544.0,178767.0,28.6,2024-01-01,after,after
Jan-24,Manchester Road/Ollife Street ,538431.0,179044.0,31.7,2024-01-01,after,after
Jan-24,Parmiter St/ Cambridge Heath Road,534881.0,183240.0,38.1,2024-01-01,after,after
Jan-24,Lawnhouse Close ,538190.0,179750.0,21.9,2024-01-01,after,after
Jan-24,Morris/Barchester Street,537731.0,181761.0,23.8,2024-01-01,after,after
Jan-24,Cartwright Street,533955.0,180805.0,,2024-01-01,after,after
Jan-24,Chrisp Street/E India Dock Road ,537940.0,181021.0,37.6,2024-01-01,after,after
Jan-24,Whitechapel Rd/Adler St,534133.0,181509.0,33.4,2024-01-01,after,after
Jan-24,Hale Street,537661.0,180768.0,29.8,2024-01-01,after,after
Jan-24,Poplar High St/Cotton St,538244.0,180761.0,51.4,2024-01-01,after,after
Jan-24,Wapping Wall/Garnet St,535133.0,180376.0,25.2,2024-01-01,after,after
Jan-24,Brick Lane/Princelet St,533866.0,181860.0,31.2,2024-01-01,after,after
Jan-24,Buckfast St/Bethnal Green Rd,534259.0,182580.0,27.6,2024-01-01,after,after
Jan-24,Prestons Road/ Coldharbour,538364.0,180188.0,30.8,2024-01-01,after,after
Jan-24,Thames Path Storers Quay,538730.0,178733.0,20.9,2024-01-01,after,after
Jan-24,Toynbee St/Commercial St,533689.0,181705.0,39.4,2024-01-01,after,after
Jan-24,Squirries St/Gosset St,534313.0,182810.0,16.7,2024-01-01,after,after
Jan-24,Admirals Way,537424.0,179910.0,28.6,2024-01-01,after,after
Jan-24,Warner Place/Hackney Rd,534255.0,183130.0,31.0,2024-01-01,after,after
Jan-24,John Smith Mews,538742.0,180756.0,17.2,2024-01-01,after,after
Jan-24,Wapping High St/Sampson St,534444.0,180122.0,26.5,2024-01-01,after,after
Jan-24,Dolphin Lane,537539.0,180688.0,27.8,2024-01-01,after,after
Jan-24,St Stephen's Rd/Tredegar Rd,536713.0,183070.0,33.1,2024-01-01,after,after
Jan-24,Whitechapel Market,534516.0,181744.0,45.1,2024-01-01,after,after
Jan-24,Parnell Rd/Old Ford Rd,536875.0,183740.0,39.5,2024-01-01,after,after
Jan-24,Globe Rd/Mile End Rd,535634.0,182148.0,30.7,2024-01-01,after,after
Jan-24,Victoria Park (Co-location site),536494.0,184170.0,19.3,2024-01-01,after,after
Jan-24,Stepney Green,535545.0,181604.0,24.3,2024-01-01,after,after
Jan-24,Victoria Park (Co-location site),536494.0,184170.0,19.9,2024-01-01,after,after
Jan-24,Pitsea St/Commercial Rd,535797.0,181164.0,33.5,2024-01-01,after,after
Jan-24,Ford Close/Roman Rd,536457.0,183301.0,33.1,2024-01-01,after,after
Jan-24,Thoydon Rd,536105.0,183049.0,22.3,2024-01-01,after,after
Jan-24,Narrow St/Limehouse Link,535977.0,180879.0,62.5,2024-01-01,after,after
Jan-24,Harford St/Mile End Rd,536089.0,182258.0,32.4,2024-01-01,after,after
Jan-24,Locksley St/St Paul's Way,536704.0,181647.0,,2024-01-01,after,after
Jan-24,Ben Johnson Road,536080.0,181721.0,25.7,2024-01-01,after,after
Jan-24,Rhondda Grove/Mile End Rd,536542.0,182589.0,,2024-01-01,after,after
Jan-24,Fieldgate Street,534239.0,181565.0,29.3,2024-01-01,after,after
Jan-24,Wentworth Mews,536452.0,182454.0,39.0,2024-01-01,after,after
Jan-24,Brodlove Lane,535598.0,180816.0,27.8,2024-01-01,after,after
Jan-24,Bow Common Lane/St Paul's Way,537248.0,181820.0,33.1,2024-01-01,after,after
Jan-24,Jubilee Street/Commercial Rd,535174.0,181290.0,,2024-01-01,after,after
Jan-24,TH Cemetery Park,536732.0,182361.0,19.9,2024-01-01,after,after
Jan-24,Cavell St/Stepney Way,534884.0,181667.0,,2024-01-01,after,after
Jan-24,Bow Rd /Glebe Terrace,537525.0,182887.0,47.5,2024-01-01,after,after
Jan-24,Fairfield Road/Tredegar Road ,537159.0,183415.0,43.8,2024-01-01,after,after
Jan-24,Augusta St/Giraud St,537516.0,181392.0,29.1,2024-01-01,after,after
Jan-24,Hannibal Rd/Mile End Rd,535386.0,182021.0,31.0,2024-01-01,after,after
Jan-24,Watney Market,534938.0,181257.0,,2024-01-01,after,after
Jan-24,Roman Rd/Globe Road,535296.0,182793.0,25.2,2024-01-01,after,after
Jan-24,Rich Street,536937.0,180987.0,35.6,2024-01-01,after,after
Jan-24,Bonner Road,535356.0,183223.0,35.0,2024-01-01,after,after
Jan-24,Dod St/Burdett Rd,537049.0,181292.0,27.2,2024-01-01,after,after
Jan-24,Ackroyd Drive,536768.0,181772.0,28.1,2024-01-01,after,after
Jan-24,Grove Rd/Old Ford Rd,535930.0,183385.0,30.8,2024-01-01,after,after
Jan-24,Wick Lane/Autumn St,537304.0,183619.0,25.9,2024-01-01,after,after
Jan-24,Devons Road / Campbell Road ,537577.0,182232.0,33.4,2024-01-01,after,after
Jan-24,Rhodeswell Rd,536577.0,181379.0,30.3,2024-01-01,after,after
Jan-24,Wrexham Road,537581.0,183209.0,36.4,2024-01-01,after,after
Jan-24,Bromley High Street/ St Leonards,537868.0,182912.0,36.4,2024-01-01,after,after
